Book	Smell_Word	Smell_Source	Quality	Odour_Carrier	Evoked_Odorant	Location	Perceiver	Time	Circumstances	Effect	SentenceBefore	Sentence	SentenceAfter
bl08005	reeks|cluds|scuffed										' Excellent auld sangs , ca ' ye them ! Auld they may be , ye may take that wi ' ye , but excellent ! O , dear ! — ' Noted men an ' nice men , Men o ' wit an ' wise men , Gree aft in the mite , an ' aye in the main ; But gouks hae a gab an ' a gate o ' their ain .	' But what say ye , Linker , to Edie ' s auld heart reeks , as he calls them ? Whether , think ye , are they kin to thae cluds that fa ' in refreshing showers , or them that are scuffed by wi ' the win ' — mere empty vapours ? As the referee was putting on the guise of a sapient oversman by lodging a few wise wrinkles in his front , and rubbing them with his hand as if to feel how they sat , and as Edie was boring into the silver mine of his notto - be - named ' s notto - be - named ' s in search of specie to take on John ' s bet , breakfast was declared ready , from which declaration there instantly sprang another — a declaration of peace .	Indeed , we would ask — not the man , or rather brute , of scientific stomach , whose glory lives in A PILGRIMAGE TO THE LAND OF BURNS .
bl08005	scent	It									142 The elder stars are in a lowe , An ' fast the younger follow ; The breeze is creeping owre the knowe , To sleep within the hollow .	It ' s sweet to scent the win ' at e ' en , Whaur the wild flower makes it balmy ; It ' s blythe to hear the blackbird sing A baloo to the lammie .	But it ' s a heartfu ' o ' delight To meet wi ' thee , my Marion , When the big moon ranges braid an ' bright Owre the dark woods o ' Kilkerran .
bl08005	smelling		decay			The interior					beating it into its favourite model — a barn .	The interior , is , if possible , more dismal — cold , damp , dark , and dirty ; looking dissolution , and smelling decay , and a fitter place one could hardly imagine for crying tidings of damnation damnation in .	Besides the ground floor , it contains two wonderful - looking things called lofts .
bl08005	scented|scented	breezes	scented|scented			over the fields					' On a rising ground , a little to the east of Mauchline , they halted to take a last look of that village and the valley of the Ayr .	It was a sweet hour for saying Fare thee well ! The sun had lifted his bright cloth of gold from the dales , and hung it for a moment on the hills ; the thrush had mounted his favourite tree to give to the red west his last song ; and the scented breezes , floating gently over the fields , were singing their May tribes asleep .	Edie , who had gone into musings on leaving Mauchline , raised himself solemnly up , and in a deep prophetic voice delivered his FAREWELL TO THE LAND OF BURNS .
bl08005	scented|scented	yellow|refreshing green	scented|scented								165 Seem ' d stringing all together ; yet when I Would think of flowers have beautified the weeds That I have wander ' d over , thou art nigh , With all thy glories waving in mine eye .	My memory hath of thee a faithful chart , And , with the waning Winter , never ceas ' d To bear me , where yon hillock stands apart , Holding its shoulder to the cold nor ' - east , Making the blast o ' erleap its sheltering breast , ' Till April ' s lovely family are seen , Giving the weary sense its earliest feast Of scented yellow and refreshing green , Spring ' s pleasant pledge of Summer ' s finish ' d scene .	We left thee , like the Patriarchs of old , A family with all our stock and store , Hoping , as man will hope still , to behold A spot where we might fix and fasten more , A wider cable and a sheltering shore ; But there arose a tempest , and it blew Till our best holds were broke and overbore , And he , the noble helmsman of the crew , The father of our life and love it slew .
bl08005	scents	the milk - white thorn									FIRST MAIDEN .	If Heaven a draught of heavenly pleasure spare , One cordial in this melancholy vale , ' Tis when a youthful , loving , modest pair , In other ' s arms , breathe out the tender tale , Beneath the milk - white thorn that scents the evening gale .	Slow o ' er a sky young May had drest , The glow o ' day was gathering west , Where darkly ' gainst the deepening glare Rose the rough ruins o ' St .
bl08005	scent	The primrose					our		When cracking at e ' en by oursel ' s		There ' s bonnier blooms in the simmer , Than craw flowers an ' gowans , we ken , An ' statelier trees amang timmer , Than bushes are busking our glen .	But hey for the birk hings sae featly , The primrose an ' genty hare - bells ! That scent our wee bourock sae sweetly , When cracking at e ' en by oursel ' s .	Near whaur the burnie takes a crook , Ye ' d found their cosey canny nook ; The row ' ntree nodding owre the brae , Right gallantly to thorn an ' slae ; JOHNNY ' S SANG .
bl08005	scent	the blossoms					our				Here ' s to them from whom we parted As our twain had been the grave ; Here ' s the leal , the honest hearted , Wha will seek us ' yont the wave .	Here ' s the gowans , lad , that studded The braes where youth was spent ; Here ' s the blossoms , yet unbudded , That our wilderness shall scent .	Ay , dear the heathy Ian ' is , Where our fathers had their home ! Yet here ' s to the Savannahs Where our children yet shall roam ! Here ' s the gallant bark that brings ye ; May its speed be like my prayer ! And every wind that wings ye , Be like thy Annie — fair ! 212 MY TO JAMES WELLSTOOD , BROTHER PILGRIM IN BAITH HEMISPHERES Hech ! but it ' s heartsome to look owre The days sae firmly fixt In memory ' s map , when thou an ' I Our mirth an ' madness mixt .
bl08005	scents	the June rose				the					' Twas then our spirits took the twist That they maun aye retain ; An ' there we felt , when first we kisst , As we ' ll ne ' er feel again .	An ' hae na we seen fairer sights , Where the June rose scents the vale , An ' the watches o ' the Simmer night Are cheer ' d wi ' the nightingale ? ' Twas there we felt those friendly dews Gar the affections start ; An ' muckle gear we gather ' d there , For the girnal o ' the heart .	TO JAMES WELLSTOOD .
bl08005	scented|scented	the|primroses	scented|scented			around the springs					220 MAY WASHING .	About the time the mavis sings His sweetest frae the brake , And primroses around the springs Their scented blooms awake ; When craiks are heard among the braird , And bats get rife at e ' en — Ay , that ' s the time , by burn and swaird , To make the linen clean .	The light had jimply broke aboon , The east begun to clear , When our gudewife was in her shoon , An ' a ' her maids asteer .
